"date","hub_id","product_id","quantity_issued"
2018 Feb,"hub_7","product_4",8029
2018 Feb,"hub_7","product_5",1325
2018 Feb,"hub_7","product_6",53456
2018 Feb,"hub_7","product_7",41
2018 Feb,"hub_8","product_1",3062
2018 Feb,"hub_8","product_2",1015
2018 Feb,"hub_8","product_3",26
2018 Feb,"hub_8","product_4",5420
2018 Feb,"hub_8","product_5",5209
2018 Feb,"hub_8","product_6",9992
2018 Feb,"hub_8","product_7",10
2018 Feb,"hub_9","product_2",20
2018 Feb,"hub_9","product_5",10
2018 Feb,"hub_9","product_6",69
2018 Feb,"hub_9","product_7",11
2018 Feb,"hub_10","product_1",840
2018 Feb,"hub_10","product_2",4
2018 Feb,"hub_10","product_4",1776
2018 Feb,"hub_10","product_6",18904
2018 Feb,"hub_10","product_7",17
2018 Feb,"hub_11","product_1",8756
2018 Feb,"hub_11","product_2",38
